round_number,home_team_name,away_team_name,home_team_goals,away_team_goals
15,SHEFFIELD UTD,Newcastle,0,2
15,Arsenal,Brighton Hove,1,2
16,Everton,Chelsea,3,1
16,Tottenham,BURNLEY,5,0
16,WATFORD,Crystal Palace,0,0
16,Bournemouth,Liverpool,0,3
16,Man City,Man United,1,2
16,Aston Villa,Leicester City,1,4
16,Newcastle,Southampton,2,1
16,NORWICH,SHEFFIELD UTD,1,2
16,Brighton Hove,Wolverhampton,2,2
16,West Ham,Arsenal,1,3
17,Liverpool,WATFORD,2,0
17,Chelsea,Bournemouth,0,1
17,SHEFFIELD UTD,Aston Villa,2,0
17,Leicester City,NORWICH,1,1
17,BURNLEY,Newcastle,1,0
17,Southampton,West Ham,0,1
17,Wolverhampton,Tottenham,1,2
17,Man United,Everton,1,1
17,Arsenal,Man City,0,3
17,Crystal Palace,Brighton Hove,1,1
18,Everton,Arsenal,0,0
18,Newcastle,Crystal Palace,1,0
18,NORWICH,Wolverhampton,1,2
18,Brighton Hove,SHEFFIELD UTD,0,1
18,Bournemouth,BURNLEY,0,1
18,Aston Villa,Southampton,1,3
18,Man City,Leicester City,3,1
18,WATFORD,Man United,2,0
18,Tottenham,Chelsea,0,2
18,West Ham,Liverpool,0,2
19,Tottenham,Brighton Hove,2,1
19,SHEFFIELD UTD,WATFORD,1,1
19,Crystal Palace,West Ham,2,1
19,Bournemouth,Arsenal,1,1
19,Aston Villa,NORWICH,1,0
19,Chelsea,Southampton,0,2
19,Everton,BURNLEY,1,0
19,Man United,Newcastle,4,1
19,Leicester City,Liverpool,0,4
19,Wolverhampton,Man City,3,2
20,Brighton Hove,Bournemouth,2,0
20,Newcastle,Everton,1,2
20,Southampton,Crystal Palace,1,1
20,WATFORD,Aston Villa,3,0
20,NORWICH,Tottenham,2,2
20,West Ham,Leicester City,1,2
20,BURNLEY,Man United,0,2
20,Arsenal,Chelsea,1,2
20,Liverpool,Wolverhampton,1,0
20,Man City,SHEFFIELD UTD,2,0
21,Brighton Hove,Chelsea,1,1
21,BURNLEY,Aston Villa,1,2
21,Southampton,Tottenham,1,0
21,WATFORD,Wolverhampton,2,1
21,Newcastle,Leicester City,0,3
21,Man City,Everton,2,1
21,NORWICH,Crystal Palace,1,1
21,West Ham,Bournemouth,4,0
21,Arsenal,Man United,2,0
21,Liverpool,SHEFFIELD UTD,2,0
22,SHEFFIELD UTD,West Ham,1,0
22,Crystal Palace,Arsenal,1,1
22,Wolverhampton,Newcastle,1,1
22,Chelsea,BURNLEY,3,0
22,Everton,Brighton Hove,1,0
22,Man United,NORWICH,4,0
22,Leicester City,Southampton,1,2
22,Tottenham,Liverpool,0,1
22,Bournemouth,WATFORD,0,3
22,Aston Villa,Man City,1,6
23,WATFORD,Tottenham,0,0
23,Man City,Crystal Palace,2,2
23,Southampton,Wolverhampton,2,3
23,Brighton Hove,Aston Villa,1,1
23,Arsenal,SHEFFIELD UTD,1,1
23,NORWICH,Bournemouth,1,0
23,West Ham,Everton,1,1
23,Newcastle,Chelsea,1,0
23,BURNLEY,Leicester City,2,1
23,Liverpool,Man United,2,0
24,Aston Villa,WATFORD,2,1
24,Everton,Newcastle,2,2
24,SHEFFIELD UTD,Man City,0,1
24,Bournemouth,Brighton Hove,3,1
24,Crystal Palace,Southampton,0,2
24,Chelsea,Arsenal,2,2
24,Leicester City,West Ham,4,1
24,Tottenham,NORWICH,2,1
24,Man United,BURNLEY,0,2
24,Wolverhampton,Liverpool,1,2
25,Leicester City,Chelsea,2,2
25,Liverpool,Southampton,4,0
25,Newcastle,NORWICH,0,0
25,West Ham,Brighton Hove,3,3
25,Crystal Palace,SHEFFIELD UTD,0,1
25,WATFORD,Everton,2,3
25,Bournemouth,Aston Villa,2,1
25,Man United,Wolverhampton,0,0
25,BURNLEY,Arsenal,0,0
25,Tottenham,Man City,2,0
26,Everton,Crystal Palace,3,1
26,Brighton Hove,WATFORD,1,1
26,SHEFFIELD UTD,Bournemouth,2,1
26,Wolverhampton,Leicester City,0,0
26,Southampton,BURNLEY,1,2
26,NORWICH,Liverpool,0,1
26,Aston Villa,Tottenham,2,3
26,Arsenal,Newcastle,4,0
26,Chelsea,Man United,0,2
26,Man City,West Ham,2,0
27,Chelsea,Tottenham,2,1
27,SHEFFIELD UTD,Brighton Hove,1,1
27,BURNLEY,Bournemouth,3,0
27,Southampton,Aston Villa,2,0
27,Crystal Palace,Newcastle,1,0
27,Leicester City,Man City,0,1
27,Wolverhampton,NORWICH,3,0
27,Man United,WATFORD,3,0
27,Arsenal,Everton,3,2
27,Liverpool,West Ham,3,2
28,NORWICH,Leicester City,1,0
28,Brighton Hove,Crystal Palace,0,1
28,Newcastle,BURNLEY,0,0
28,West Ham,Southampton,3,1
28,Bournemouth,Chelsea,2,2
28,WATFORD,Liverpool,3,0
28,Tottenham,Wolverhampton,2,3
28,Everton,Man United,1,1
28,Aston Villa,SHEFFIELD UTD,0,0
28,Man City,Arsenal,3,0
29,Liverpool,Bournemouth,2,1
29,SHEFFIELD UTD,NORWICH,1,0
29,Southampton,Newcastle,0,1
29,Crystal Palace,WATFORD,1,0
29,Wolverhampton,Brighton Hove,0,0
29,Arsenal,West Ham,1,0
29,BURNLEY,Tottenham,1,1
29,Chelsea,Everton,4,0
29,Man United,Man City,2,0
29,Leicester City,Aston Villa,4,0
30,NORWICH,Southampton,0,3
30,Tottenham,Man United,1,1
30,WATFORD,Leicester City,1,1
30,Brighton Hove,Arsenal,2,1
30,West Ham,Wolverhampton,0,2
30,Bournemouth,Crystal Palace,0,2
30,Newcastle,SHEFFIELD UTD,3,0
30,Aston Villa,Chelsea,1,2
30,Everton,Liverpool,0,0
30,Man City,BURNLEY,5,0
31,Leicester City,Brighton Hove,0,0
31,Tottenham,West Ham,2,0
31,Newcastle,Aston Villa,1,1
31,Man United,SHEFFIELD UTD,3,0
31,NORWICH,Everton,0,1
31,Wolverhampton,Bournemouth,1,0
31,Liverpool,Crystal Palace,4,0
31,BURNLEY,WATFORD,1,0
31,Southampton,Arsenal,0,2
31,Chelsea,Man City,2,1
32,Aston Villa,Wolverhampton,0,1
32,WATFORD,Southampton,1,3
32,Crystal Palace,BURNLEY,0,1
32,Brighton Hove,Man United,0,3
32,Bournemouth,Newcastle,1,4
32,Arsenal,NORWICH,4,0
32,Everton,Leicester City,2,1
32,West Ham,Chelsea,3,2
32,SHEFFIELD UTD,Tottenham,3,1
32,Man City,Liverpool,4,0
33,NORWICH,Brighton Hove,0,1
33,Man United,Bournemouth,5,2
33,Leicester City,Crystal Palace,3,0
33,Wolverhampton,Arsenal,0,2
33,Chelsea,WATFORD,3,0
33,BURNLEY,SHEFFIELD UTD,1,1
33,Newcastle,West Ham,2,2
33,Liverpool,Aston Villa,2,0
33,Southampton,Man City,1,0
33,Tottenham,Everton,1,0
34,Crystal Palace,Chelsea,2,3
34,WATFORD,NORWICH,2,1
34,Arsenal,Leicester City,1,1
34,Man City,Newcastle,5,0
34,SHEFFIELD UTD,Wolverhampton,1,0
34,West Ham,BURNLEY,0,1
34,Brighton Hove,Liverpool,1,3
34,Everton,Southampton,1,1
34,Bournemouth,Tottenham,0,0
34,Aston Villa,Man United,0,3
35,NORWICH,West Ham,0,4
35,WATFORD,Newcastle,2,1
35,Liverpool,BURNLEY,1,1
35,SHEFFIELD UTD,Chelsea,3,0
35,Brighton Hove,Man City,0,5
35,Wolverhampton,Everton,3,0
35,Aston Villa,Crystal Palace,2,0
35,Tottenham,Arsenal,2,1
35,Bournemouth,Leicester City,4,1
35,Man United,Southampton,2,2
36,Chelsea,NORWICH,1,0
36,Man City,Bournemouth,2,1
36,Newcastle,Tottenham,1,3
36,BURNLEY,Wolverhampton,1,1
36,Arsenal,Liverpool,2,1
36,Everton,Aston Villa,1,1
36,Leicester City,SHEFFIELD UTD,2,0
36,Southampton,Brighton Hove,1,1
36,Crystal Palace,Man United,0,2
36,West Ham,WATFORD,3,1
37,NORWICH,BURNLEY,0,2
37,Bournemouth,Southampton,0,2
37,Tottenham,Leicester City,3,0
37,SHEFFIELD UTD,Everton,0,1
37,Brighton Hove,Newcastle,0,0
37,Wolverhampton,Crystal Palace,2,0
37,WATFORD,Man City,0,4
37,Aston Villa,Arsenal,1,0
37,Man United,West Ham,1,1
37,Liverpool,Chelsea,5,3
38,Chelsea,Wolverhampton,2,0
38,Everton,Bournemouth,1,3
38,Leicester City,Man United,0,2
38,BURNLEY,Brighton Hove,1,2
38,West Ham,Aston Villa,1,1
38,Southampton,SHEFFIELD UTD,3,1
38,Crystal Palace,Tottenham,1,1
38,Man City,NORWICH,5,0
38,Newcastle,Liverpool,1,3
38,Arsenal,WATFORD,3,2
